username, created_at, lng, lat, text
AnneWoo51226612, Fri Jan 29 18:59:42 +0000 2021, -74.158130, 40.859832, @ProjectLincoln Someone, whom he cannot name knew well, worked @incolnprojectSomehow with Antifa,???Mitch. ROMENY… https://t.co/cOChE32aSX 
hix_marie, Fri Jan 29 18:59:42 +0000 2021, -122.420772, 45.604414, @TuckerCarlson SIR: Philip Gorski if NBC NEWS THINK. Not sure which is oxymoron between NBC or THINK? He thought th… https://t.co/8JTM7mXBpY 
dayannib_, Fri Jan 29 18:59:42 +0000 2021, -118.411907, 34.020789, Pro tip: NMR that product before you run the next reaction on it. 😭 https://t.co/8fHFhZobqK 
BlueSwingg, Fri Jan 29 18:59:43 +0000 2021, -81.404855, 30.279880, Most likely is a buncha 🧢 going on 
OCCoastalProp, Fri Jan 29 18:59:43 +0000 2021, -117.930330, 33.616950, Whether our clients are looking for furnishings for the whole house or just finishing touches, @pullittogether_c.c.… https://t.co/yVkTDCOYwx 
P_Holla, Fri Jan 29 18:59:43 +0000 2021, -82.985772, 39.994684, I might make a TikTok 
bmrgnxo, Fri Jan 29 18:59:43 +0000 2021, -97.441509, 35.449723, Thought a bum broke bitch said something? 
miplayrough, Fri Jan 29 18:59:43 +0000 2021, -73.948775, 40.655138, American Track League 2 MEN'S 60m entries https://t.co/ZDXAopiyes 
sarah052794, Fri Jan 29 18:59:43 +0000 2021, -83.529160, 42.528303, Will sports resume? MHSAA clashes with MDHHS over winter contact sports ban https://t.co/OOe3MxaMGs via @YouTube 
xxTammie01xx, Fri Jan 29 18:59:43 +0000 2021, -83.804475, 27.698682, @BobbyEberle13 That’s where it came from!! 
veecari_, Fri Jan 29 18:59:44 +0000 2021, -119.034349, 34.225328, Thanks, I wanna take your money again... lol 
marios_universe, Fri Jan 29 18:59:43 +0000 2021, -118.411907, 34.020789, Before the #LArain https://t.co/haZrHI5daw 
TriadPodcast, Fri Jan 29 18:59:44 +0000 2021, -80.424622, 35.993359, 👀 AT THESE 😋 🧁!!!! https://t.co/ZskWpmSGX0 
RiverlandsBrew, Fri Jan 29 18:59:44 +0000 2021, -89.266508, 39.739300, @SewHopdBrewery Cheers, friends! 
tmj_IND_gensci, Fri Jan 29 18:59:44 +0000 2021, -86.286951, 39.788408, Interested in a job in #Indianapolis, IN? This could be a great fit: https://t.co/0tFi7yttQh #GeneralScience 
jencaywood, Fri Jan 29 18:59:44 +0000 2021, -122.430277, 48.753353, @KaleiRenay &amp; asking them if the babies are edible 🥰 
Ltpietrzak, Fri Jan 29 18:59:44 +0000 2021, -77.014398, 38.898603, 🚨🚨@ladygaga has arrived at the Columbia Heights @Target!! This is not a drill!! https://t.co/5pZ1tBHRnp 
DukeHomer, Fri Jan 29 18:59:44 +0000 2021, -87.574691, 38.003467, @Linda66087923 @Sallyforth18 It’s so strange 
TheLAeats, Fri Jan 29 18:59:44 +0000 2021, -118.411907, 34.020789, @RosenZone @guhlo Want to try one of these - this tech is very popular in Japan 
RyanTooTall, Fri Jan 29 18:59:44 +0000 2021, -121.356406, 38.715599, If I send you TicToks , you have a special place in my heart... that’s my love language right there 😂 
StevenH82349089, Fri Jan 29 18:59:44 +0000 2021, -82.458175, 34.807885, It'll be Thursday February 4th. A picture of the Book. We'll try to get something in there, where you've been publi… https://t.co/IGYLKUlhDM 
skrtskrtsamm, Fri Jan 29 18:59:45 +0000 2021, -110.915573, 32.189391, i finally understand what happened to the stalk marquet 👁👄👁 
highflight53, Fri Jan 29 18:59:45 +0000 2021, -119.165389, 34.181956, @IsicaLynn ? 
saylahachey, Fri Jan 29 18:59:45 +0000 2021, -122.630908, 45.536402, I’m gonna cut down on my glitter usage, for the planet and my health, I thought you should know. 
Briggsnovo, Fri Jan 29 18:59:45 +0000 2021, -117.104989, 32.810012, @nrmehta Thanks for this tweet, validates our approach and motivates to keep pushing 
MECME_School, Fri Jan 29 18:59:45 +0000 2021, -78.657837, 35.843981, Go Grace! https://t.co/cVZjSr0D0Y 
AlamoLauren, Fri Jan 29 18:59:45 +0000 2021, -112.124676, 33.552863, @robsaucedo2500 @JerryisjustOK I knowwwwwwwwwwLooks like I can rent in good ol' SD for $3.99 off Amazon! 
NinaAquafina, Fri Jan 29 18:59:45 +0000 2021, -80.087032, 42.110703, This Was My Babies 1st Day Of Daycare‼️🧸 #BoyMom #BigBoy https://t.co/1o8imWW0fa 
swhtownpee6, Fri Jan 29 18:59:45 +0000 2021, -95.767395, 29.532056, @FOX26Houston @FOXSuper6 I already filled out mine. I just wish you could do multiples lol. 
No_bite_marks, Fri Jan 29 18:59:45 +0000 2021, -87.732013, 41.833585, I wanna go get Starbucks and get my nails &amp; feet done 
valentinlobato1, Fri Jan 29 18:59:45 +0000 2021, -95.690732, 39.037579, This is literal bullshit. Some Kansans who are barley hanging on don’t have until Tuesday. This is a crisis. Bullsh… https://t.co/EPVnONSYYN 
melisaafelix, Fri Jan 29 18:59:45 +0000 2021, -111.498181, 28.969863, @marysol_torres Ooooo esa versión no la conocía 🤔 qué interesante !!! 
kalshotit, Fri Jan 29 18:59:45 +0000 2021, -73.948775, 40.655138, I just wanna take bts pictures of an @Elite &amp; @JColeNC stu session 🥲 
deuceohsixx, Fri Jan 29 18:59:45 +0000 2021, -122.330602, 47.614817, Those distances are one way, most likely to West Palm Beach. 
JohnKiley14, Fri Jan 29 18:59:45 +0000 2021, -117.022695, 38.502147, EXPLAIN STATE OF NEVADA SANDOVAL SISOLAK FORD MASTO ROSEN TITUS HORSFORD MAKING A MOCKERY OF THE OFFICES HELD BY TH… https://t.co/OOzmFPP1rW 
schwarte_40, Fri Jan 29 18:59:46 +0000 2021, -96.544443, 32.924258, Dab time 
mariannelaurens, Fri Jan 29 18:59:46 +0000 2021, -74.113026, 45.972388, @Locoman55606593 Tu dois être heureux de les voir collés comme ça ! 
daltonegreene, Fri Jan 29 18:59:46 +0000 2021, -93.105649, 44.941516, @lemonykryket @AmyVandervelde The gang’s all here 🤠 
mrhumble113, Fri Jan 29 18:59:46 +0000 2021, -73.929722, 40.789167, Football Pool @ Manhattan Psychiatric Center https://t.co/vICtlYJ7BG 
_juniorward, Fri Jan 29 18:59:46 +0000 2021, -106.417430, 31.793368, Pisces vs cancer ❤️ 
americasoyyo, Fri Jan 29 18:59:46 +0000 2021, -96.761753, 32.819858, @LaToyaAzua Suscribo 
iamjenbt, Fri Jan 29 18:59:46 +0000 2021, -87.732013, 41.833585, This guy sounds hot. 😍😘 #NickFarina 
bomaizey, Fri Jan 29 18:59:46 +0000 2021, -117.287924, 33.121484, @WorldofIsaac Damn right! 
MarthaMyrick, Fri Jan 29 18:59:46 +0000 2021, -93.059168, 34.484017, Beautiful day for the races. #HomeSweetHotSprings https://t.co/cfQhwdfCCa 
shitbrikk99, Fri Jan 29 18:59:46 +0000 2021, -96.761753, 32.819858, 🖐🏻 https://t.co/JZv7L1IQbp 
ElbourneZachery, Fri Jan 29 18:59:46 +0000 2021, -73.948775, 40.655138, Shout out to @tonytula (and now @CRITWorks) for being the only prof in my MFA to talk about (or really seem to unde… https://t.co/xppnVKZgAv 
iovanniii, Fri Jan 29 18:59:46 +0000 2021, -100.366033, 25.650287, @ArturoLeija Quiero tener graba esa escena de la mañana jajajajaja 
MaryNeelyMcEwen, Fri Jan 29 18:59:46 +0000 2021, -86.409610, 35.847420, Is WSB short for Wall Street Bitches? 
mikesmovement, Fri Jan 29 18:59:46 +0000 2021, -73.849441, 40.850347, yesssss 😂😂 
kiyamosley, Fri Jan 29 18:59:46 +0000 2021, -75.517898, 39.159193, Missing Anthony Sr right now. Heavy decisions must be made. I need his boldness for no nonsense. 
Allsup_7, Fri Jan 29 18:59:47 +0000 2021, -88.161555, 30.683649, Bradley Beal would look nice in Toronto 
sarah052794, Fri Jan 29 18:59:47 +0000 2021, -83.529160, 42.528303, Metro Detroit weather: Friday sun before weekend snow storm, 1/29/21, no... https://t.co/yN7Vl72t5J via @YouTube 
TaraSlone, Fri Jan 29 18:59:47 +0000 2021, -79.272570, 43.629311, @Hannahdavey90 @Sportsnet @BlackGirlHockey The interview will be posted online on Monday! 
Jeytrades, Fri Jan 29 18:59:47 +0000 2021, -119.306608, 37.269176, 200 people have joined our free trading discord in the last week! Join us https://t.co/wydg63wKCE$DOGE $GME $AMC $BTC $NOK $BB $SNDL $MARA 
crybxbymay, Fri Jan 29 18:59:47 +0000 2021, -104.922093, 39.713563, my love for people who dont care about me is frightening 
RonNehring, Fri Jan 29 18:59:47 +0000 2021, -87.732013, 41.833585, Ok, so @ahartreports is probably the least popular reporter in the CA governor’s office today for this thread. 🥵 
GoCinderellaa, Fri Jan 29 18:59:47 +0000 2021, -76.770172, 39.344992, @_MrSMiyaGi_ 😂😂😩 
penelopeoliveoi, Fri Jan 29 18:59:47 +0000 2021, -84.515786, 33.846765, @hugolowell @RayRaysFanAcct He’s going to have to do better than that. 
LexxMexx_, Fri Jan 29 18:59:47 +0000 2021, -97.143293, 32.891914, Something my daughter would tell me 😂 
FuckluvgivmeDik, Fri Jan 29 18:59:47 +0000 2021, -76.620482, 39.284713, @KennyKat2You No for real though I have been meaning to check out Houston Texas baby https://t.co/xpe10pzz2Y 
HausBearganiXXX, Fri Jan 29 18:59:47 +0000 2021, -121.873730, 37.331159, @DLaitkep Thanks buddy 🥰 
nogravitytrell, Fri Jan 29 18:59:47 +0000 2021, -88.142512, 41.519556, On the come up lil bro 🗣 
LEO58694521, Fri Jan 29 18:59:48 +0000 2021, -86.270540, 45.001180, @ItsNatashaFFS Cute 
Matthew01818594, Fri Jan 29 18:59:48 +0000 2021, -97.343915, 37.683897, @BunchRaskins @GKuhlenschmidt Unless your comment was a satire to the satire. I don't understand how you can be so smooth in the skull 
itsallG_O_O_D, Fri Jan 29 18:59:48 +0000 2021, -88.200334, 40.115085, @FitzSwaggy 💜 
gangstagoddesst, Fri Jan 29 18:59:48 +0000 2021, -84.470388, 33.631277, One of my love languages ✨ 
bcreative10, Fri Jan 29 18:59:48 +0000 2021, -90.011008, 29.982601, @LouisianaGov @RTMannJr Many of us are in phase 1b and we can’t get our first dose. 
sdreed1108, Fri Jan 29 18:59:48 +0000 2021, -118.503259, 34.415631, @su3liminal1 Yes 
jeanuinee, Fri Jan 29 18:59:48 +0000 2021, -118.503259, 34.415631, Yung bebe ko magkokorea na🥺 
ohthasphat, Fri Jan 29 18:59:48 +0000 2021, -95.446486, 29.838495, I needa go to the galleria 
DBoyBttm, Fri Jan 29 18:59:48 +0000 2021, -83.804475, 27.698682, Oh damn ...and he fine 
halperry, Fri Jan 29 18:59:48 +0000 2021, -119.306608, 37.269176, @laurenboebert The only discussion anyone should have with you is on how soon you will resign or be expelled.… https://t.co/T56O3Vh13U 
copiousnotes, Fri Jan 29 18:59:48 +0000 2021, -85.768241, 37.822244, Down is up, up is down, light is dark, dark is light ... 
Geez_Louise__, Fri Jan 29 18:59:48 +0000 2021, -118.411907, 34.020789, Just seen someone step on a big as puddle of water with chucks on 🥴 
subZ_r0, Fri Jan 29 18:59:48 +0000 2021, -119.306608, 37.269176, Anyone peep that "the player" part? He just said, "shut up and play," without saying it. The only interest they hav… https://t.co/KIlBqZ8RZW 
frannis, Fri Jan 29 18:59:48 +0000 2021, -157.937057, 21.404041, FINALLY!!! 
kingkamali, Fri Jan 29 18:59:48 +0000 2021, -80.133500, 25.813800, THE KING’S ARMY:  Chris killing it... he is in a zone! #joinkingsarmy @ Miami Beach, Florida https://t.co/8UfIhSuluD 
trichi0589, Fri Jan 29 18:59:49 +0000 2021, -80.134986, 26.373976, @dra_rocks RETRÓGRADO????Se jode el Internet LPQMP!! 
pwrbttmchi, Fri Jan 29 18:59:49 +0000 2021, -87.732013, 41.833585, @pageofrings https://t.co/CEuB0gY0l6 
Bjo_Mecca, Fri Jan 29 18:59:49 +0000 2021, -76.620482, 39.284713, Just thought about how great @ringofhonor has been lately, and there’s been no sign of @slexthebusiness That can’… https://t.co/gNEwiotrnj 
iteoluwa_, Fri Jan 29 18:59:49 +0000 2021, -79.420865, 38.003376, 😭 the squeezing of the cup 
nevadapcockrose, Fri Jan 29 18:59:49 +0000 2021, -115.135165, 36.060964, @DeityShe Thank You 😊 toe is healing nicely, finishing antibiotics today and follow up with Podiatrist on Monday. R… https://t.co/xqPdkZQWPk 
Jordan_Ueltschy, Fri Jan 29 18:59:49 +0000 2021, -83.143393, 40.040813, @investvoyager https://t.co/B18U3wdxcH 
42Pigeons, Fri Jan 29 18:59:49 +0000 2021, -83.292600, 42.646000, I have a duck on my head #selfie #rubberduck #rubberducky #bigrubberduck @ Pontiac, Michigan https://t.co/sQQwllexmd 
elliottyoungpdx, Fri Jan 29 18:59:49 +0000 2021, -122.630908, 45.536402, @kathleen_belew @Twitter I verify you! 
CullmanCats, Fri Jan 29 18:59:49 +0000 2021, -86.845281, 34.181779, When you got to go to class... you might as well go with confidence and a positive attitude. @kthall54… https://t.co/evdlsdy2Gs 
XBLCrossfire, Fri Jan 29 18:59:50 +0000 2021, -73.831187, 40.670879, @XtrmeFN Yeah to Hell with him lol 
adamsloggett, Fri Jan 29 18:59:50 +0000 2021, -90.399249, 38.424532, The market is the last real free market.  @robinhoodApp you have breached the trust of millions.  When the left and… https://t.co/fLrC3clnNv 
NikoDaPortagee, Fri Jan 29 18:59:50 +0000 2021, -121.873730, 37.331159, @KingSergioS @stockx I’ll definitely be recording the progress and the final product. Idk how well it’ll turn out,… https://t.co/gh2xgOCMwS 
dustinmelford, Fri Jan 29 18:59:50 +0000 2021, -85.292677, 34.927014, Waiiiiit 
alistair_garcia, Fri Jan 29 18:59:50 +0000 2021, -157.799589, 21.319944, too cute 🥰 #BXJForever 
Peppy_LeCue, Fri Jan 29 18:59:50 +0000 2021, -83.173867, 32.678207, Aren’t they nominated for the NOBEL PEACE PRIZE? 
DJDASHNYC, Fri Jan 29 18:59:50 +0000 2021, -74.417965, 41.434106, The simple thing just crack me up 🤣🤣😂😂 
skinnywashere, Fri Jan 29 18:59:51 +0000 2021, -73.948775, 40.655138, @Eazyblockcapt is exciting for Battle Rap- Go head young man 
chrissanislo, Fri Jan 29 18:59:51 +0000 2021, -79.913521, 43.260695, Working on quick shots with the @HLAlacrosse Bengals kid. My fingers are completely numb - making filming a challen… https://t.co/3VOmUrwIzq 
KimberlyKR, Fri Jan 29 18:59:51 +0000 2021, -85.978600, 35.830522, @IngrahamAngle This gnome needs duct tape across his pie hole...period🤐 
DJLobocop, Fri Jan 29 18:59:51 +0000 2021, -73.968542, 40.780709, Today 
CDubbz_13, Fri Jan 29 18:59:51 +0000 2021, -97.958909, 34.647284, I need to stop watching Quantico. I was in the CIA stopping bomb threats in my dream last night 
MWSoxFan, Fri Jan 29 18:59:51 +0000 2021, -87.942283, 41.889724, @chickenxdinner Even against Iowa?? Reasoning? 
isaiscarrilloje, Fri Jan 29 18:59:52 +0000 2021, -100.270474, 25.736715, @ClubPueblaMX Ahora si, vere a mis gloriosos Rayados y a mi Puebla que le tengo un cariño especial. 
JasonWilliamsNY, Fri Jan 29 18:59:51 +0000 2021, -75.770041, 42.746617, “Harmonic labyrinth: it is easy to enter but difficult to exit” 
713Solo_, Fri Jan 29 18:59:52 +0000 2021, -95.192680, 29.972668, Finally y’all standing up for y’all selves kus damn 
DancesWithRain, Fri Jan 29 18:59:52 +0000 2021, -122.330602, 47.614817, @MaryBethWylie She has no Dietician, she has gained weight since having some type of make believe help from two sources this year. 
AmirSaysNothing, Fri Jan 29 18:59:52 +0000 2021, -118.411907, 34.020789, grandmama bout to teach me how to make gumbo. 
metalmancave, Fri Jan 29 18:59:51 +0000 2021, -77.609512, 39.590554, @MRotellaWx @alexs_journey @boderek @V_Spadoni @MSJPrincipal Today is a Semester holiday @MSJGaels.Doing the work… https://t.co/KytwnuQO3Q 
wanderingmatt, Fri Jan 29 18:59:52 +0000 2021, -122.345510, 47.614263, It’s been a little while since I’ve had someone say to me, “your car is completely submerged in water.” 
tigrenation, Fri Jan 29 18:59:52 +0000 2021, -122.093792, 47.961469, @SammiJo424 @karinforjustice 
cooper_brew, Fri Jan 29 18:59:52 +0000 2021, -73.968542, 40.780709, I love crying in midtown! It’s my favorite past time! 
Beowulf_i_am, Fri Jan 29 18:59:52 +0000 2021, -91.368036, 39.926189, How is this legal? 
jodislens, Fri Jan 29 18:59:52 +0000 2021, -77.090869, 38.817380, Why it’s always a snow storm this, snow storm that! New York you doing too much! 
crimson_frank, Fri Jan 29 18:59:52 +0000 2021, -84.683886, 33.865068, Many thanks @TidalTowel shoutout to you &amp;always #RollTide 
lexiiereene, Fri Jan 29 18:59:52 +0000 2021, -117.197082, 33.688047, im leaving with the clothes on my back, they got it. its their house now 
BrysWorId, Fri Jan 29 18:59:53 +0000 2021, -73.948775, 40.655138, @composhur I might be back in March for maybe two weeks so dw 
goyaroze, Fri Jan 29 18:59:53 +0000 2021, -78.853563, 42.896230, @TheHerd @getnickwright https://t.co/34XGawxAbm 
TaiYoungHoops, Fri Jan 29 18:59:53 +0000 2021, -83.173867, 32.678207, When you put the best independent teams under one roof then some special things are bound to happen. With multiple… https://t.co/uqn2LalyV0 
GgoDnoopS, Fri Jan 29 18:59:53 +0000 2021, -84.414911, 39.335215, I'm still out here saying Lil Wayne said 'I'm at your face like man cum' instead of 'I'm at your face like LANCÔME'… https://t.co/RZT2qMJi9R 
jackiereses, Fri Jan 29 18:59:53 +0000 2021, -119.306608, 37.269176, @BrettDickie1 @YoloCapitalMgmt @stripe Good gif 
ennisk, Fri Jan 29 18:59:53 +0000 2021, -80.075358, 26.788677, @ProjectLincoln #GangGreeneParty 
Thewarinourstar, Fri Jan 29 18:59:53 +0000 2021, -89.981680, 36.572714, I found the name for my cover band. #JewishSpaceLasers 
ProDrivers_Jobs, Fri Jan 29 18:59:53 +0000 2021, -87.781252, 41.764172, Want to be in your next driving job for the long haul? If stability and satisfaction are on your career wish list,… https://t.co/NoIidNHay8 
TheRevYouKnow, Fri Jan 29 18:59:53 +0000 2021, -81.367773, 28.501678, @fotodave ouch. 
bbnoodz, Fri Jan 29 18:59:54 +0000 2021, -118.411907, 34.020789, @shaileebendavid No one allowed but me! 
wphsu, Fri Jan 29 18:59:54 +0000 2021, -89.569491, 44.900818, @daniamiwa Yeah for sure. Because there was zero screen time. I don't want that to be a default "parenting". 
CodyCarrillo, Fri Jan 29 18:59:54 +0000 2021, -119.782465, 36.786042, @JeevenMahil I EAT CALAMARI https://t.co/PPLpZs5o4a 
scottievnjax, Fri Jan 29 18:59:54 +0000 2021, -83.804475, 27.698682, Well it’s Mahoney vrs Brady, I think the goat and that defense can pull it out. Don’t beat against the goat!! 
novacanegoddess, Fri Jan 29 18:59:54 +0000 2021, -84.286468, 33.802810, It’s “not important” to you cause it’s not your culture, nobody said she had to like it but stfu and don’t post a v… https://t.co/UAwMNhQ7NV 
benduke294, Fri Jan 29 18:59:54 +0000 2021, -74.282445, 39.736875, @SteveLevyNY @frankmorano @newsmax @kilmeade @CurtisSliwa @JCats2013 Interesting just doesn’t quite say it. 
Lah_Eni, Fri Jan 29 18:59:54 +0000 2021, -95.446486, 29.838495, Justin funny asf 😭 
whereisabigail, Fri Jan 29 18:59:54 +0000 2021, -99.412547, 36.423709, 33 Morgan Wallen songs and y’all ain’t even showing the appreciation they deserve 
colon_raquel, Fri Jan 29 18:59:54 +0000 2021, -120.987468, 37.663817, Always on the go 🤞🏽🚗 https://t.co/AtU5V6bsYf 
Pandora1869, Fri Jan 29 18:59:54 +0000 2021, -80.233328, 25.782353, This 👇🏻👇🏻👇🏻👇🏻 
PhotoAmy33, Fri Jan 29 18:59:54 +0000 2021, -117.649072, 33.506642, @TSingletonSays It’s so ass backward 
abvavrgjoe, Fri Jan 29 18:59:54 +0000 2021, -75.117998, 40.004866, He’s certified 
XBLCrossfire, Fri Jan 29 18:59:55 +0000 2021, -73.831187, 40.670879, @ShinyBOfficial Facts 
FknHandfull, Fri Jan 29 18:59:55 +0000 2021, -84.515786, 33.846765, I think the Youniverse it telling me to put my 2 weeks in TODAY! 
kennytheblooper, Fri Jan 29 18:59:55 +0000 2021, -85.391350, 40.197240, Same 
Talibandit_, Fri Jan 29 18:59:55 +0000 2021, -73.916991, 41.693233, Just be giving my money away at dis point... most definitely a play dice tho dats all .. 
SundownMountain, Fri Jan 29 18:59:55 +0000 2021, -90.710469, 42.510656, The #WinterIowaGames will be running in place of our regular Saturday #NASTAR racing at Sundown Mountain. This is o… https://t.co/bHuZ45thFr 
markrussmike08, Fri Jan 29 18:59:55 +0000 2021, -76.361973, 39.557284, @lampi_jordan @RaidingTexas @donnie_wonnie @jotatrono @Fidelity @MerrillEdge Aka don’t hate the game hate the player 
ollieisyms, Fri Jan 29 18:59:55 +0000 2021, -79.272570, 43.629311, @Andrewemcameron She's there. Hey did you see this?😂 I really captured his butt https://t.co/zCTL7158c2 
2WIZEJ, Fri Jan 29 18:59:55 +0000 2021, -89.922029, 35.133521, Facts 
DarthPaul1970, Fri Jan 29 18:59:55 +0000 2021, -74.632836, 40.501577, @JoanieBrosas Since I love your Star Wars pinups, I say Pinup Cara Dune 
dogandwinelover, Fri Jan 29 18:59:55 +0000 2021, -83.529160, 42.528303, New Year Same Routine | January Vlog https://t.co/udNhKVzC0I via @YouTube 
SPArn77, Fri Jan 29 18:59:55 +0000 2021, -77.604684, 41.117936, @ProjectLincoln Aren’t you alarmed he’s building a shadow Presidency? 
medialiedtoyou, Fri Jan 29 18:59:55 +0000 2021, -75.483936, 40.591825, 😂😂😂😂😂😂😂 
Tandran669, Fri Jan 29 18:59:56 +0000 2021, -91.682855, 41.976528, @GFUELesports ZOMBIE REVENGE!! https://t.co/9R1WVh4fBe 
BChamp62, Fri Jan 29 18:59:56 +0000 2021, -122.247105, 47.751546, Such a joke. 
dajefe77, Fri Jan 29 18:59:56 +0000 2021, -117.104989, 32.810012, @soimwatching That priest could break thru all my walls.... amiright? 
oso_campeon, Fri Jan 29 18:59:56 +0000 2021, -87.732013, 41.833585, We are SOLD OUT for tomorrow’s pop up! I appreciate everyone whose spread the message and invested in a Southeast… https://t.co/14keVVp6gN 
BettyDeanRobins, Fri Jan 29 18:59:56 +0000 2021, -97.552161, 35.482844, @TraceyW17182058 
stemjenchem, Fri Jan 29 18:59:56 +0000 2021, -79.616073, 43.555244, @TreeLau @oakleybarrie @Sci_in_School 
Patrici59479317, Fri Jan 29 18:59:56 +0000 2021, -88.049247, 42.115128, @ssikfandk This was a great concert! 
AyeyoKaii__, Fri Jan 29 18:59:56 +0000 2021, -77.236969, 38.805115, I swear plugs don’t want money fr y’all just there with the shit to look at like tf 
LAWKSTARGuitars, Fri Jan 29 18:59:57 +0000 2021, -122.630908, 45.536402, @JBONAMASSA YIKES! 
MedusaKatt, Fri Jan 29 18:59:57 +0000 2021, -76.255686, 36.895082, This is the greatest ever 
AliMazaheri, Fri Jan 29 18:59:56 +0000 2021, -117.782360, 33.689732, Happy Friday all! Enjoy your day and listen to some@good tunes! Try my playlist here https://t.co/cZunvvFECv https://t.co/oblYv3bx94 
PG13nsc, Fri Jan 29 18:59:57 +0000 2021, -80.783100, 34.676460, #NotMyPresident  #BidenisChinaPuppet 
kurtansky_15, Fri Jan 29 18:59:57 +0000 2021, -86.270540, 45.001180, Update: I ended up texting him asking him why he called me. He said that he was looking for a FE and he found it. W… https://t.co/jJaYjpX05w 
LayanDoesDance, Fri Jan 29 18:59:57 +0000 2021, -73.723025, 45.557830, #Sprite ? #Splurge ? #7Up ? #SurgeCola ? #TheresCocaineinCoke ?? 
CallMeCoachVP, Fri Jan 29 18:59:57 +0000 2021, -72.957097, 41.273171, @TiredElementary @Blessed_since86 😂😂😂😂😂😂😂 
menaceinvelvet, Fri Jan 29 18:59:57 +0000 2021, -82.442694, 27.996595, You can get something just like that in Tampa for that price. just a few square feet smaller 
smohan16303323, Fri Jan 29 18:59:57 +0000 2021, -79.759591, 43.724971, @ThechitraLive Yes 
Sharyl49560816, Fri Jan 29 18:59:57 +0000 2021, -86.340235, 39.601138, @ian_cundy @SebGorka For the last 5 years we've had to inure the left being cruel to Baron. A minor. So everyone can just STFU. 
SystemOberload, Fri Jan 29 18:59:57 +0000 2021, -95.446486, 29.838495, @Nosa_Jefe https://t.co/cRK4KK73qi 
UHCougarDude69, Fri Jan 29 18:59:57 +0000 2021, -95.446486, 29.838495, I love her!! LMFAO 
katrovert, Fri Jan 29 18:59:58 +0000 2021, -73.005765, 40.879379, @ItsAmeryB @isleschick Of course! 
rob_routledge, Fri Jan 29 18:59:58 +0000 2021, -84.426804, 46.532680, @canyakker Thanks! 
ReecieMontana, Fri Jan 29 18:59:58 +0000 2021, -83.804475, 27.698682, @abarbyworld THIS SHIT HARDER THAN MOST OF THE RAPPERS YALL LISTENING TOO RN FR 🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️🔥🔥🔥🔥🔥… https://t.co/X4t9I8vdIQ 
britshaniece, Fri Jan 29 18:59:58 +0000 2021, -73.968542, 40.780709, I don’t believe majority of women in relationships are participating in threesomes because they want to. Many women… https://t.co/XFBzEabIfO 
mumuwts, Fri Jan 29 18:59:58 +0000 2021, -118.411907, 34.020789, The middle class is disappearing slowly you either broke or rich 
baylintrujillo, Fri Jan 29 18:59:58 +0000 2021, -81.367773, 28.501678, @osvarsity @CoachHiggs12 
vas_ama, Fri Jan 29 18:59:58 +0000 2021, -79.959699, 37.341659, @LilivethF Para venderlo pero si está en uso hay que dejarlo en la refrigeradora buenas tardes bendiciones saludos 
NotTonyDennis, Fri Jan 29 18:59:58 +0000 2021, -83.173867, 32.678207, LMAOOOO 
LuneRuin, Fri Jan 29 18:59:58 +0000 2021, -122.923516, 47.064528, @MmeElletea Washington is nice! 
dezclark88, Fri Jan 29 18:59:58 +0000 2021, -81.958889, 28.041111, Just posted a photo @ Lakeland, Florida https://t.co/NvUc0oAfQQ 
_its_DK, Fri Jan 29 18:59:58 +0000 2021, -76.295896, 36.763216, I love this!! 💜 
Randydapsalmist, Fri Jan 29 18:59:59 +0000 2021, -81.705467, 41.495940, My Life!!! ❤❤🎵🎤🎶🎙❤❤ https://t.co/1CFo3GTBg1 
iteoluwa_, Fri Jan 29 18:59:59 +0000 2021, -79.420865, 38.003376, 😭 
JCgotitbumpin, Fri Jan 29 18:59:59 +0000 2021, -119.228992, 34.289689, @boldfvce @JColeNC Yup change and rise and shine have a place in my heart too haha. But honestly I think my favorit… https://t.co/EOsNO4VQ5u 
Ltpietrzak, Fri Jan 29 18:59:59 +0000 2021, -77.014398, 38.898603, @ericeuting Heheh thanks bb 
dinojagger, Fri Jan 29 18:59:59 +0000 2021, -111.880874, 33.282450, @LKpaddy @RawExports @FilmAllOver @ARTOLOGY_US @TheUrbanPG @urbangorillas @CELESTlALAURA @BelieveInFilm @FILMWAVE_… https://t.co/MBWe0NyjxQ 
Johnny_Mo_2112, Fri Jan 29 18:59:59 +0000 2021, -80.240128, 43.534199, @Liv_F @RobynUrback Reminds me of the definition of compromise. If everyone is a little unhappy, but can live with it, it’s a compromise. 
ShaunBryant31, Fri Jan 29 18:59:59 +0000 2021, -96.972913, 28.802534, @MarkCavazos15 Fuck fighting I’m running you over wya 
iMr_Perfect, Fri Jan 29 18:59:59 +0000 2021, -89.922029, 35.133521, @BigMonta_ 😂😂😂 folks just don’t be paying attention 
sugator65, Fri Jan 29 18:59:59 +0000 2021, -80.926628, 33.631140, @HontzDavid @FriedasMom7 Our focus is ruing Americans lives while getting rich and powerful! 
ROMESMODERNLIFE, Fri Jan 29 18:59:59 +0000 2021, -122.228685, 37.791994, @D_EV_i_N @therevvshow @smimblor you are literally writing novels in defense of racism. 
